video_id,num_frames,fps,label
001163,230,30.000,accident
001164,265,30.000,accident
001165,215,30.000,accident
001166,211,30.000,accident
001167,226,30.000,accident
001168,220,30.000,accident
001169,169,30.000,accident
001170,251,30.000,accident
001171,198,30.000,accident
001172,268,30.000,accident
001173,174,30.000,accident
001174,177,30.000,accident
001175,346,30.000,accident
001176,40,30.000,accident
001177,55,30.000,accident
001178,128,30.000,accident
001179,234,30.000,accident
001180,118,30.000,accident
001181,225,30.000,accident
001182,218,30.000,accident
001183,100,30.000,accident
001184,152,30.000,accident
001185,100,30.000,accident
001186,167,30.000,accident
001187,224,30.000,accident
001188,146,30.000,accident
001189,127,30.000,accident
001190,172,30.000,accident
001191,95,30.000,accident
001192,218,30.000,accident
001193,222,30.000,accident
001194,213,30.000,accident
001195,208,30.000,accident
001196,215,30.000,accident
001197,210,30.000,accident
001198,151,30.000,accident
001199,139,30.000,accident
001200,316,30.000,accident
001201,287,30.000,accident
001202,242,30.000,accident
001203,290,30.000,accident
001204,240,30.000,accident
001205,343,30.000,accident
001206,349,30.000,accident
001207,257,30.000,accident
001208,247,30.000,accident
001209,273,30.000,accident
001210,239,30.000,accident
001211,224,30.000,accident
001212,212,30.000,accident
001213,92,30.000,accident
001214,1550,30.000,accident
001215,1384,30.000,accident
001216,798,30.000,accident
001217,206,30.000,accident
001218,324,30.000,accident
001219,1634,30.000,accident
001220,439,30.000,accident
001221,202,30.000,accident
001222,221,30.000,accident
001223,337,30.000,accident
001224,251,30.000,accident
001225,252,30.000,accident
001226,265,30.000,accident
001227,215,30.000,accident
001228,385,30.000,accident
001229,287,30.000,accident
001230,250,30.000,accident
001231,139,30.000,accident
001232,437,30.000,accident
001233,206,30.000,accident
001234,294,30.000,accident
001235,342,30.000,accident
001236,279,30.000,accident
001237,221,30.000,accident
001238,321,30.000,accident
001239,226,30.000,accident
001240,163,30.000,accident
001241,222,30.000,accident
001242,123,30.000,accident
001243,378,30.000,accident
001244,238,30.000,accident
001245,207,30.000,accident
001246,486,30.000,accident
001247,164,30.000,accident
001248,101,30.000,accident
001249,180,30.000,accident
001250,367,30.000,accident
001251,329,30.000,accident
001252,218,30.000,accident
001253,252,30.000,accident
001254,143,30.000,accident
001255,172,30.000,accident
001256,219,30.000,accident
001257,394,30.000,accident
001258,544,30.000,accident
001259,651,30.000,accident
001260,273,30.000,accident
001261,281,30.000,accident
001262,840,30.000,accident
001263,388,30.000,accident
001264,303,30.000,accident
001265,381,30.000,accident
001266,583,30.000,accident
001267,64,30.000,accident
001268,120,30.000,accident
001269,83,30.000,accident
001270,222,30.000,accident
001271,135,30.000,accident
001272,146,30.000,accident
001273,281,30.000,accident
001274,171,30.000,accident
001275,132,30.000,accident
001276,122,30.000,accident
001277,155,30.000,accident
001278,233,30.000,accident
001279,351,30.000,accident
001280,233,30.000,accident
001281,177,30.000,accident
001282,256,30.000,accident
001283,316,30.000,accident
001285,1365,30.000,accident
001286,215,30.000,accident
001287,130,30.000,accident
001288,114,30.000,accident
001289,154,30.000,accident
001290,136,30.000,accident
001291,154,30.000,accident
001292,132,30.000,accident
001293,179,30.000,accident
001294,142,30.000,accident
001295,155,30.000,accident
001296,208,30.000,accident
001297,1471,30.000,accident
001298,215,30.000,accident
001299,202,30.000,accident
001300,291,30.000,accident
001301,210,30.000,accident
001302,279,30.000,accident
001303,102,30.000,accident
001304,328,30.000,accident
001305,131,30.000,accident
001306,297,30.000,accident
001307,126,30.000,accident
001308,190,30.000,accident
001309,262,30.000,accident
001310,359,30.000,accident
001311,263,30.000,accident
001312,251,30.000,accident
001313,210,30.000,accident
001314,505,30.000,accident
001315,133,30.000,accident
001316,100,30.000,accident
001317,155,30.000,accident
001318,305,30.000,accident
001319,284,30.000,accident
001320,241,30.000,accident
001321,82,30.000,accident
001322,262,30.000,accident
001323,130,30.000,accident
001324,375,30.000,accident
001325,281,30.000,accident
001326,326,30.000,accident
001327,249,30.000,accident
001328,244,30.000,accident
001329,257,30.000,accident
001330,350,30.000,accident
001331,169,30.000,accident
001332,173,30.000,accident
001333,151,30.000,accident
001334,305,30.000,accident
001335,464,30.000,accident
001336,639,30.000,accident
001337,780,30.000,accident
001338,999,30.000,accident
001339,75,30.000,accident
001340,89,30.000,accident
001341,171,30.000,accident
001342,223,30.000,accident
001343,143,30.000,accident
001344,202,30.000,accident
001345,161,30.000,accident
001346,117,30.000,accident
001347,127,30.000,accident
001348,67,30.000,accident
001349,184,30.000,accident
001350,102,30.000,accident
001351,159,30.000,accident
001352,152,30.000,accident
001353,143,30.000,accident
001354,179,30.000,accident
001355,107,30.000,accident
001356,129,30.000,accident
001357,155,30.000,accident
001358,341,30.000,accident
001359,201,30.000,accident
001360,158,30.000,accident
001361,206,30.000,accident
001362,331,30.000,accident
001363,182,30.000,accident
001364,341,30.000,accident
001365,435,30.000,accident
001366,317,30.000,accident
001367,218,30.000,accident
001368,358,30.000,accident
001369,374,30.000,accident
001370,272,30.000,accident
001371,152,30.000,accident
001372,172,30.000,accident
001373,271,30.000,accident
001374,149,30.000,accident
001375,429,30.000,accident
001376,342,30.000,accident
001377,272,30.000,accident
001378,275,30.000,accident
001379,219,30.000,accident
001380,327,30.000,accident
001381,316,30.000,accident
001382,226,30.000,accident
001383,302,30.000,accident
001384,173,30.000,accident
001385,219,30.000,accident
001386,305,30.000,accident
001387,301,30.000,accident
001388,271,30.000,accident
001389,170,30.000,accident
001390,874,30.000,accident
001391,236,30.000,accident
001392,294,30.000,accident
001393,275,30.000,accident
001394,444,30.000,accident
001395,304,30.000,accident
001396,317,30.000,accident
001397,429,30.000,accident
001398,709,30.000,accident
001399,556,30.000,accident
001400,472,30.000,accident
001401,148,30.000,accident
001402,133,30.000,accident
001403,222,30.000,accident
001404,449,30.000,accident
001405,298,30.000,accident
001406,359,30.000,accident
001407,221,30.000,accident
001408,205,30.000,accident
001409,9913,30.000,accident
001410,794,30.000,accident
001411,868,30.000,accident
001412,262,30.000,accident
001413,196,30.000,accident
001414,205,30.000,accident
001415,210,30.000,accident
